Spearman	Kendall	MutualInformation
0.23	0.21	2.56
0.60	0.33	1.39
1.00	1.00	0.69
0.32	0.19	2.83
0.31	0.21	2.64
0.10	0.00	1.61
-0.20	-0.07	1.79
0.78	0.60	2.30
0.20	0.07	1.79
0.45	0.31	2.40
0.50	0.33	1.10
0.12	0.08	2.64
0.77	0.60	1.79
1.00	1.00	1.10
0.05	0.00	2.08
0.60	0.33	1.39
0.53	0.42	2.40
0.29	0.24	1.95
-0.04	-0.14	1.95
0.18	0.17	2.20
-0.40	-0.33	1.39
0.41	0.30	2.71
0.20	0.11	2.20
0.60	0.40	1.61
0.90	0.75	2.83
0.10	0.00	1.61
0.71	0.52	1.95
0.50	0.20	1.61
0.24	0.21	2.08
-1.00	-1.00	0.69
-0.50	-0.33	1.10
0.42	0.29	2.94
-0.21	-0.07	2.08
0.80	0.60	1.61
0.23	0.11	2.20
0.47	0.31	2.56
0.00	0.00	1.61
0.54	0.43	1.95
0.29	0.24	1.95
0.26	0.22	2.89
0.22	0.14	2.71
0.80	0.67	1.39
0.39	0.24	1.95
0.40	0.33	1.39
0.64	0.49	2.56
1.00	1.00	0.69
1.00	1.00	1.39
0.18	0.06	2.20
1.00	1.00	0.69
0.89	0.73	1.79
0.64	0.46	2.83
0.14	0.05	1.95
0.35	0.28	2.77
0.30	0.20	1.61
0.62	0.47	2.71
0.82	0.66	3.04
0.50	0.42	2.30
0.54	0.35	3.09
0.40	0.33	1.39
-0.32	-0.27	2.40
1.00	1.00	0.69
0.80	0.60	1.61
0.46	0.34	3.37
0.20	0.20	1.61
-0.50	-0.33	1.10
0.70	0.60	1.61
0.79	0.62	1.95
0.45	0.29	2.08
0.91	0.78	2.40
0.57	0.44	2.20
0.71	0.58	2.48
-0.09	-0.20	1.79
0.42	0.26	3.00
0.50	0.33	1.10
1.00	1.00	0.69
0.63	0.52	2.77
0.77	0.60	1.79
0.50	0.33	1.10
-1.00	-1.00	0.69
-0.50	-0.33	1.10
0.25	0.20	2.40
0.79	0.60	2.30
0.77	0.58	3.26
0.69	0.54	3.18
-0.01	-0.02	2.40
1.00	1.00	0.69
-0.10	-0.05	2.71
0.40	0.33	1.39
-0.05	-0.11	2.20
0.43	0.33	1.79
0.28	0.17	2.20
0.64	0.43	1.95
0.50	0.33	1.10
0.24	0.14	2.08
-1.00	-1.00	1.10
0.69	0.48	2.48
1.00	1.00	0.69
0.45	0.33	3.30
-0.32	-0.14	1.95
0.60	0.53	2.40
0.60	0.40	1.61
0.32	0.14	1.95
0.30	0.20	1.61
0.47	0.32	3.76
0.30	0.24	3.37
0.50	0.39	2.48
0.40	0.22	2.20
0.90	0.72	2.56
0.57	0.44	3.18
0.80	0.67	1.39
0.50	0.33	1.10
0.77	0.56	2.40
0.05	0.03	2.64
0.30	0.20	1.61
-0.10	0.00	1.61
0.89	0.73	1.79
0.12	0.14	2.08
1.00	1.00	0.69
0.63	0.45	2.89
0.62	0.44	2.56
0.56	0.42	2.30
0.79	0.62	1.95
0.25	0.24	1.95
0.55	0.33	2.71
1.00	1.00	0.69
-1.00	-1.00	1.10
0.24	0.07	2.08
0.54	0.41	3.18
0.32	0.24	2.83
0.75	0.54	2.83
-1.00	-1.00	0.69
0.63	0.45	2.40
-1.00	-1.00	0.69
0.50	0.33	1.10
0.60	0.47	1.79
-1.00	-1.00	0.69
-1.00	-1.00	0.69
0.10	0.00	1.61
1.00	1.00	0.69
0.36	0.24	1.95
-0.20	0.00	1.39
0.85	0.64	2.40
0.80	0.67	1.39
0.80	0.60	1.61
0.40	0.40	1.61
0.80	0.60	1.61
0.59	0.38	2.56
0.50	0.33	1.10
0.78	0.56	3.14
0.34	0.24	2.48
1.00	1.00	0.69
0.33	0.24	2.40
0.25	0.14	1.95
0.50	0.33	1.10
0.54	0.38	2.83
0.21	0.13	2.77
0.48	0.35	3.00
0.75	0.62	1.95
0.38	0.29	2.08
0.82	0.65	2.64
0.53	0.38	2.64
0.88	0.73	2.30
0.00	0.05	1.95
0.68	0.49	2.40
-1.00	-1.00	0.69
0.26	0.20	1.79
0.17	0.11	2.20
0.68	0.52	2.89
0.07	0.08	2.56
0.62	0.43	2.77
0.68	0.48	3.18
0.81	0.63	2.77
0.23	0.18	3.40
0.70	0.50	2.71
0.00	0.20	1.61
-1.00	-1.00	0.69
0.84	0.68	2.71
0.89	0.73	1.79
0.84	0.68	2.77
0.69	0.50	2.08
0.31	0.20	2.30
0.90	0.80	1.61
0.80	0.67	1.39
-0.80	-0.67	1.39
0.20	0.20	1.61
1.00	1.00	1.10
0.70	0.60	1.61
0.77	0.60	1.79
0.62	0.57	2.08
0.40	0.29	2.08
0.17	0.10	2.89
0.48	0.38	2.64
0.75	0.52	1.95
1.00	1.00	0.69
0.31	0.20	2.71
-1.00	-1.00	1.10
0.70	0.60	1.61
0.48	0.33	3.18
0.65	0.47	3.71
1.00	1.00	1.39
0.65	0.53	2.40
1.00	1.00	0.69
0.76	0.59	2.56
0.20	0.00	1.39
0.50	0.37	3.33
0.86	0.73	3.00
0.79	0.64	2.08
0.79	0.64	2.56
-0.30	-0.20	1.61
0.44	0.31	2.56
0.43	0.33	1.79
0.14	0.05	1.95
-0.14	-0.13	2.40
0.30	0.20	1.61
0.20	0.20	1.61
0.40	0.33	1.39
0.59	0.43	3.40
0.89	0.73	1.79
0.77	0.60	2.71
0.90	0.80	1.61
1.00	1.00	1.10
0.57	0.43	1.95
0.70	0.60	1.61
-0.80	-0.67	1.39
1.00	1.00	1.10
0.40	0.25	2.83
0.71	0.53	3.37
0.10	0.08	2.64
0.46	0.45	2.40
0.71	0.60	1.79
0.50	0.33	1.10
0.17	0.17	2.20
0.74	0.56	3.09
0.81	0.65	2.94
0.72	0.54	3.61
0.67	0.56	2.20
0.59	0.42	2.89
0.37	0.28	3.00
0.65	0.54	2.56
0.84	0.67	2.56
0.77	0.58	2.64
0.80	0.67	1.39
0.26	0.20	1.79
0.50	0.33	1.10
0.61	0.33	1.95
0.49	0.30	2.64
0.77	0.56	2.20
0.25	0.15	3.04
-0.50	-0.33	1.10
0.69	0.50	2.08
0.68	0.51	3.18
1.00	1.00	0.69
0.50	0.33	1.10
0.24	0.16	2.30
0.50	0.36	2.08
0.55	0.40	2.77
0.40	0.33	1.39
0.37	0.26	2.83
-0.40	-0.33	1.39
0.60	0.40	1.61
0.76	0.57	2.08
-0.29	-0.21	2.08
0.36	0.21	2.08
-0.12	-0.11	2.20
0.86	0.71	2.08
0.56	0.39	2.71
0.20	0.00	1.39
0.50	0.33	1.10
0.66	0.50	3.22
0.50	0.33	1.10
1.00	1.00	1.10
0.90	0.80	1.61
0.74	0.64	2.40
-0.04	-0.03	2.48
0.49	0.33	1.79
0.79	0.60	2.30
0.58	0.34	2.83
0.49	0.35	3.37
0.14	0.09	2.40
0.58	0.41	3.14
0.68	0.48	3.04
0.18	0.00	2.20
0.74	0.54	2.64
0.65	0.50	2.89
0.71	0.52	2.77
0.37	0.33	1.79
-0.80	-0.67	1.39
0.85	0.70	2.71
0.49	0.31	3.00
0.76	0.64	2.30
0.58	0.42	3.30
0.50	0.33	1.10
0.50	0.33	1.10
0.19	0.14	2.08
0.84	0.69	2.30
0.51	0.39	2.94
-0.04	-0.05	1.95
0.20	0.00	1.39
0.90	0.79	2.08
0.75	0.62	1.95
0.62	0.45	2.40
1.00	1.00	0.69
0.75	0.62	1.95
0.82	0.71	1.95
0.82	0.64	2.30
0.67	0.52	3.43
0.36	0.21	2.56
0.66	0.44	3.09
0.50	0.39	2.20
0.73	0.51	2.30
0.67	0.54	2.89
-0.50	-0.33	1.10
-0.60	-0.40	1.61
0.00	0.20	1.61
0.60	0.40	1.61
0.67	0.44	2.20
0.62	0.50	2.08
0.72	0.61	2.20
0.65	0.53	2.89
0.77	0.56	2.56
1.00	1.00	1.10
0.69	0.57	2.08
0.90	0.80	1.61
1.00	1.00	1.39
0.76	0.60	2.30
0.80	0.67	1.39
0.50	0.20	1.61
0.75	0.51	2.30
1.00	1.00	1.39
1.00	1.00	0.69
0.18	0.07	2.30
-1.00	-1.00	1.10
0.68	0.51	2.56
0.51	0.35	2.71
0.87	0.75	2.40
0.52	0.36	2.48
0.51	0.39	2.89
0.07	0.00	2.08
0.75	0.57	3.30
1.00	1.00	1.39
1.00	1.00	0.69
0.77	0.60	1.79
0.71	0.56	2.30
0.48	0.38	2.64
1.00	1.00	0.69
0.58	0.42	3.18
1.00	1.00	0.69
0.63	0.50	2.20
0.55	0.38	2.30
0.35	0.28	2.77
0.47	0.35	2.40
0.60	0.44	2.20
0.09	-0.07	1.79
0.71	0.56	2.83
0.44	0.38	2.30
0.58	0.45	2.40
0.49	0.33	2.30
0.64	0.43	2.08
0.86	0.71	1.95
0.80	0.60	3.18
0.56	0.42	2.48
1.00	1.00	0.69
-0.54	-0.47	1.79
0.50	0.40	1.61
-0.50	-0.33	1.10
0.74	0.64	2.08
0.77	0.60	1.79
0.22	0.16	2.89
0.18	0.16	2.40
0.70	0.51	3.14
-0.80	-0.67	1.39
-0.24	-0.18	2.56
0.52	0.38	2.77
0.60	0.45	2.40
0.17	0.10	2.56
-0.09	-0.20	1.79
0.61	0.48	3.30
0.80	0.62	2.83
0.25	0.20	2.40
1.00	1.00	0.69
0.37	0.26	3.09
0.80	0.60	1.61
0.52	0.34	2.64
0.73	0.56	2.71
0.40	0.33	1.39
-0.60	-0.33	1.39
-0.70	-0.60	1.61
0.58	0.41	2.56
-0.20	-0.20	1.61
0.80	0.60	1.61
-0.32	-0.24	1.95
0.07	0.05	2.77
0.66	0.49	3.00
0.57	0.40	3.61
0.80	0.67	1.39
0.94	0.87	1.79
0.40	0.25	2.94
0.29	0.22	3.09
-0.20	-0.20	1.61
0.90	0.80	1.61
0.77	0.60	1.79
0.86	0.71	1.95
0.60	0.49	2.56
0.98	0.93	2.08
0.68	0.56	2.56
0.50	0.35	2.94
0.45	0.30	2.71
0.51	0.38	3.04
-0.30	-0.20	1.61
-0.40	-0.33	1.39
0.88	0.71	2.08
0.71	0.57	2.08
0.90	0.80	1.61
0.80	0.67	1.39
-1.00	-1.00	0.69
0.65	0.48	3.50
-0.14	-0.05	1.95
0.00	-0.20	1.61
0.31	0.22	2.71
0.60	0.40	1.61
1.00	1.00	1.10
0.39	0.30	2.77
0.20	0.20	1.61
0.50	0.33	1.10
0.60	0.40	1.61
0.35	0.28	2.20
-1.00	-1.00	0.69
0.40	0.33	1.39
0.89	0.73	1.79
0.69	0.46	2.56
1.00	1.00	0.69
-1.00	-1.00	0.69
0.77	0.60	1.79
0.78	0.63	2.64
0.87	0.71	2.64
1.00	1.00	1.10
0.50	0.33	1.10
0.25	0.20	2.40
0.68	0.48	2.77
0.50	0.36	2.64
0.43	0.30	3.40
0.48	0.35	2.83
-0.20	0.00	1.39
0.50	0.33	1.10
0.90	0.79	2.08
0.77	0.59	3.04
0.80	0.67	1.39
0.34	0.30	2.48
0.00	0.00	1.39
0.19	0.13	2.40
0.00	0.00	1.39
0.64	0.47	3.33
0.40	0.33	1.39
0.80	0.67	1.39
0.68	0.52	1.95
0.60	0.47	1.79
-0.18	-0.14	1.95
1.00	1.00	0.69
0.57	0.40	2.94
0.52	0.36	2.56
0.36	0.30	2.48
0.86	0.71	1.95
0.66	0.60	1.79
0.57	0.43	1.95
0.79	0.57	3.18
0.12	0.06	2.20
-0.49	-0.33	1.79
-1.00	-1.00	0.69
0.77	0.60	1.79
0.94	0.87	1.79
0.54	0.30	2.48
0.00	-0.07	2.08
0.81	0.59	3.30
0.54	0.47	1.79
1.00	1.00	0.69
1.00	1.00	0.69
0.80	0.67	1.39
0.52	0.39	2.71
0.71	0.57	2.77
-0.80	-0.67	1.39
0.81	0.64	2.48
-0.57	-0.43	1.95
0.65	0.51	2.56
0.66	0.49	2.71
0.42	0.28	2.20
0.93	0.81	1.95
0.46	0.35	2.71
0.76	0.59	2.56
-0.25	-0.22	2.20
0.70	0.49	2.64
0.54	0.41	2.64
0.37	0.31	2.40
0.26	0.18	2.77
0.74	0.56	2.71
0.81	0.59	3.47
1.00	1.00	0.69
0.50	0.33	1.10
0.68	0.52	1.95
0.50	0.33	1.10
-0.50	-0.33	1.10
0.64	0.43	1.95
0.64	0.42	2.48
-0.17	-0.07	2.08
0.78	0.60	3.30
0.27	0.16	2.64
0.58	0.40	3.00
0.71	0.55	2.48
0.72	0.54	2.71
0.50	0.33	1.95
0.58	0.40	3.18
0.49	0.33	2.77
0.51	0.36	3.50
0.71	0.52	1.95
-0.60	-0.40	1.61
1.00	1.00	0.69
0.70	0.60	1.61
0.26	0.16	2.30
1.00	1.00	1.10
0.25	0.25	2.64
-0.40	-0.33	1.39
-0.26	-0.20	1.79
0.10	0.00	1.61
0.50	0.33	1.10
0.20	0.20	1.61
0.72	0.55	2.48
0.80	0.67	1.39
0.80	0.67	1.39
0.50	0.33	1.10
0.36	0.33	1.95
0.20	0.00	1.39
0.50	0.33	1.10
0.70	0.60	1.61
0.54	0.42	2.48
0.50	0.33	1.10
-1.00	-1.00	0.69
-0.07	0.02	2.40
0.50	0.20	1.61
0.76	0.54	2.89
0.70	0.60	1.61
1.00	1.00	1.10
0.46	0.33	1.95
0.10	0.00	1.61
0.84	0.69	2.30
0.80	0.60	2.64
0.43	0.20	1.79
0.38	0.23	2.64
1.00	1.00	0.69
0.00	0.00	1.39
0.62	0.43	2.08
0.93	0.79	2.08
0.30	0.23	2.56
1.00	1.00	0.69
0.20	0.07	1.79
0.51	0.38	2.64
0.48	0.31	2.40
1.00	1.00	1.39
0.69	0.50	2.83
0.55	0.39	2.20
0.04	0.05	2.71
0.70	0.51	2.94
-0.20	-0.20	1.61
0.60	0.33	1.79
0.00	0.00	1.39
0.66	0.60	1.79
0.77	0.60	1.79
0.60	0.46	3.64
0.80	0.59	2.89
0.69	0.52	2.48
0.30	0.20	1.61
0.21	0.13	3.00
0.39	0.29	2.30
0.92	0.82	2.30
0.47	0.38	2.30
0.61	0.42	2.30
0.70	0.60	1.61
0.75	0.53	2.40
0.29	0.21	2.64
1.00	1.00	1.10
0.40	0.33	1.39
0.40	0.28	2.20
0.76	0.57	2.08
-0.35	-0.33	2.20
0.60	0.40	1.61
0.12	0.14	2.08
0.28	0.20	2.77
0.60	0.45	2.40
-0.37	-0.33	1.79
0.76	0.57	2.08
0.73	0.61	2.20
0.70	0.60	1.61
0.54	0.35	2.71
0.47	0.27	2.48
0.30	0.20	2.30
0.13	0.09	2.40
0.82	0.64	2.30
0.13	0.10	2.71
0.68	0.56	2.56
1.00	1.00	1.10
0.66	0.47	1.79
0.75	0.62	1.95
0.72	0.61	2.20
-0.50	-0.33	1.10
0.77	0.59	2.56
0.70	0.60	1.61
0.80	0.60	1.61
0.90	0.80	1.61
0.80	0.67	1.39
0.56	0.41	3.04
0.80	0.67	1.39
0.56	0.42	2.77
0.38	0.29	2.08
0.69	0.50	2.08
0.00	0.00	1.39
0.49	0.39	2.71
0.51	0.35	3.47
0.58	0.43	3.30
0.80	0.60	1.61
0.30	0.20	2.30
0.93	0.81	1.95
0.40	0.33	1.39
0.62	0.45	2.40
0.52	0.37	2.89
0.59	0.45	2.48
0.82	0.64	2.40
0.53	0.41	2.64
0.46	0.43	1.95
1.00	1.00	0.69
0.86	0.64	2.08
1.00	1.00	1.61
0.64	0.43	2.08
0.50	0.33	1.10
0.57	0.36	2.08
0.94	0.87	1.79
1.00	1.00	1.10
0.50	0.33	1.10
0.80	0.60	1.61
0.60	0.40	1.61
-0.20	0.00	1.39
-1.00	-1.00	1.10
-0.20	-0.20	1.61
0.40	0.33	1.39
1.00	1.00	1.10
0.00	0.00	1.39
0.30	0.20	1.61
0.18	0.14	1.95
-0.13	-0.06	2.48
0.52	0.42	2.40
0.77	0.60	1.79
1.00	1.00	1.79
0.78	0.58	3.30
0.47	0.24	2.30
0.66	0.46	3.22
0.89	0.74	2.89
0.62	0.36	2.48
0.68	0.49	2.64
0.38	0.23	2.64
-0.80	-0.67	1.39
0.86	0.71	1.95
0.40	0.40	1.61
0.60	0.46	2.94
0.81	0.60	2.30
1.00	1.00	1.10
0.83	0.73	1.79
0.26	0.14	2.08
0.50	0.36	2.08
0.50	0.33	1.10
-0.60	-0.40	1.61
0.90	0.80	1.61
0.26	0.20	2.30
0.65	0.43	3.04
0.56	0.47	2.83
0.61	0.45	3.04
0.18	0.11	2.30
0.66	0.56	2.30
0.12	0.14	2.08
0.18	0.12	2.48
0.45	0.30	3.30
0.50	0.33	1.10
0.78	0.61	2.20
0.51	0.33	2.56
1.00	1.00	1.10
0.00	-0.20	1.61
0.43	0.33	1.95
0.78	0.67	2.20
0.70	0.60	1.61
0.15	0.12	2.48
0.60	0.47	1.79
0.20	0.07	1.79
1.00	1.00	0.69
0.65	0.47	2.77
0.57	0.42	3.09
0.50	0.20	1.61
0.50	0.40	1.61
-0.03	-0.07	1.79
0.30	0.20	1.61
0.00	0.00	1.39
0.79	0.64	2.71
0.58	0.39	3.37
0.70	0.60	1.61
1.00	1.00	1.10
0.73	0.52	2.77
0.64	0.44	3.00
0.58	0.41	2.56
0.77	0.60	1.79
0.48	0.33	2.48
0.64	0.46	3.14
0.37	0.25	3.04
0.66	0.47	1.79
0.39	0.24	1.95
0.80	0.67	1.39
0.57	0.43	2.08
0.53	0.39	2.48
0.79	0.57	2.08
0.80	0.67	1.39
0.20	0.20	1.61
0.05	0.07	2.30
0.47	0.33	2.20
0.55	0.42	3.04
0.26	0.16	2.30
0.80	0.67	1.39
0.20	0.00	1.39
0.37	0.33	2.20
0.81	0.63	2.77
0.43	0.33	2.48
0.50	0.40	1.61
1.00	1.00	0.69
-0.04	-0.05	1.95
0.56	0.45	2.48
0.50	0.33	1.10
0.35	0.25	2.89
0.50	0.29	2.08
0.43	0.24	1.95
0.70	0.60	1.61
0.70	0.60	1.61
0.58	0.39	2.71
0.44	0.26	2.83
0.77	0.60	1.79
0.76	0.58	3.00
0.50	0.33	1.10
0.80	0.67	1.39
0.54	0.36	2.56
0.67	0.52	2.48
0.58	0.38	2.64
0.60	0.40	1.61
0.55	0.38	2.40
0.64	0.43	2.08
0.83	0.66	2.94
-0.25	-0.22	2.20
0.50	0.33	1.10
0.58	0.42	3.14
0.62	0.48	2.48
0.66	0.49	2.40
0.50	0.38	2.83
0.20	0.20	1.61
1.00	1.00	1.10
0.64	0.52	2.48
0.60	0.33	1.79
0.61	0.40	3.04
0.68	0.54	3.22
1.00	1.00	0.69
0.70	0.60	1.61
0.56	0.40	3.43
0.89	0.73	1.79
0.62	0.47	2.77
0.71	0.50	2.71
-0.31	-0.33	1.79
0.70	0.51	3.71
0.62	0.50	2.08
0.53	0.36	3.18
0.81	0.63	3.00
0.55	0.41	2.83
0.57	0.45	3.37
0.65	0.48	3.97
0.46	0.30	3.14
0.73	0.50	2.20
0.27	0.22	2.20
0.59	0.47	2.77
1.00	1.00	0.69
0.71	0.57	2.08
0.78	0.61	2.20
0.86	0.64	2.08
0.50	0.36	2.48
-0.20	-0.20	1.61
0.55	0.38	2.30
0.70	0.59	2.56
0.82	0.64	2.71
0.59	0.40	3.97
0.77	0.60	1.79
0.80	0.67	1.39
0.18	0.14	1.95
1.00	1.00	0.69
0.45	0.33	2.20
0.62	0.52	2.48
-0.50	-0.33	1.10
1.00	1.00	1.39
1.00	1.00	0.69
0.58	0.39	2.20
1.00	1.00	0.69
0.40	0.33	1.39
0.35	0.18	2.56
0.50	0.33	1.10
0.61	0.51	3.14
0.93	0.79	2.08
0.51	0.33	3.18
0.71	0.60	1.79
0.40	0.33	1.39
0.50	0.33	1.10
0.36	0.25	2.89
0.60	0.40	1.61
0.54	0.33	1.79
-0.20	-0.20	1.61
-0.24	-0.21	2.08
0.53	0.38	2.30
0.59	0.43	2.94
0.50	0.33	1.10
0.77	0.60	1.79
0.09	0.07	1.79
0.69	0.50	3.50
0.80	0.67	1.39
0.60	0.33	1.39
0.54	0.39	3.53
0.85	0.70	2.48
0.47	0.33	2.30
0.50	0.33	1.10
0.50	0.33	1.10
0.69	0.51	3.18
0.13	0.17	2.20
0.12	0.10	2.71
0.00	0.00	1.39
0.55	0.41	3.30
0.30	0.20	1.61
-0.12	-0.09	2.48
0.66	0.46	3.09
0.36	0.24	1.95
0.94	0.87	1.79
0.72	0.55	3.30
0.70	0.51	2.56
0.54	0.33	1.79
0.85	0.71	2.40
1.00	1.00	1.39
0.71	0.60	1.79
0.66	0.47	1.79
-0.30	-0.24	2.30
0.31	0.20	1.79
0.80	0.67	1.39
0.74	0.64	2.56
0.77	0.59	2.56
0.80	0.60	2.94
1.00	1.00	1.39
0.74	0.58	2.94
0.52	0.43	2.08
0.60	0.36	2.08
0.74	0.58	2.94
0.68	0.49	2.71
0.50	0.33	1.10
0.50	0.33	1.10
1.00	1.00	1.10
0.83	0.64	2.08
0.80	0.67	1.39
0.80	0.59	3.00
0.61	0.33	1.95
1.00	1.00	0.69
0.77	0.62	2.77
0.40	0.33	1.39
0.41	0.28	2.83
-0.50	-0.33	1.10
0.61	0.43	1.95
0.30	0.20	1.61
0.39	0.27	2.40
0.70	0.50	2.20
0.80	0.67	1.39
-0.35	-0.28	2.20
-1.00	-1.00	0.69
0.60	0.44	2.56
0.39	0.30	3.09
0.70	0.60	1.61
0.83	0.73	1.79
0.48	0.38	2.56
0.40	0.40	1.61
0.63	0.39	2.20
0.90	0.80	1.61
0.67	0.49	2.64
0.31	0.33	1.79
0.90	0.80	1.61
-0.02	0.00	2.08
0.69	0.47	3.33
0.64	0.52	1.95
0.50	0.33	1.10
0.50	0.40	1.61
0.71	0.60	1.79
0.90	0.80	1.61
0.80	0.60	1.61
0.89	0.81	1.95
1.00	1.00	1.10
0.54	0.47	1.79
0.80	0.67	1.39
0.82	0.67	2.20
0.60	0.33	1.39
0.09	0.20	1.79
1.00	1.00	0.69
0.60	0.33	1.39
1.00	1.00	1.10
0.79	0.62	1.95
0.71	0.60	1.79
0.57	0.36	2.08
0.60	0.33	1.79
0.58	0.42	2.77
0.60	0.47	1.79
0.77	0.60	1.79
-0.80	-0.67	1.39
0.10	0.00	1.61
0.76	0.56	2.56
0.43	0.33	1.79
0.64	0.45	2.71
0.20	0.20	1.61
0.76	0.54	3.18
-0.21	-0.21	2.08
-0.60	-0.40	1.61
0.69	0.52	2.48
0.04	0.14	1.95
0.48	0.33	2.20
-0.01	-0.02	2.30
0.50	0.38	2.30
0.94	0.87	1.79
0.30	0.20	1.61
0.33	0.27	2.64
0.80	0.67	1.39
-0.02	-0.05	2.40
0.71	0.62	1.95
-0.54	-0.47	1.79
0.45	0.34	3.00
0.75	0.64	2.40
0.29	0.14	1.95
0.55	0.43	2.08
0.52	0.34	3.26
0.64	0.51	3.61
0.41	0.31	2.89
0.72	0.52	2.64
0.43	0.33	1.79
0.70	0.52	2.71
0.50	0.33	1.10
0.64	0.62	1.95
0.89	0.73	1.79
0.60	0.33	1.39
0.60	0.40	1.61
-0.29	-0.24	1.95
0.80	0.67	1.39
0.40	0.36	2.08
-0.14	-0.07	1.79
0.75	0.60	2.83
0.90	0.80	1.61
0.50	0.33	1.10
0.60	0.33	1.39
0.94	0.87	1.79
0.49	0.33	1.79
0.80	0.67	1.39
0.55	0.42	3.04
0.77	0.60	3.00
0.77	0.60	1.79
0.57	0.44	2.20
0.60	0.42	3.14
0.86	0.79	2.08
0.90	0.78	2.20
0.60	0.33	1.39
0.54	0.41	3.30
0.24	0.30	2.48
0.73	0.60	2.30
0.40	0.40	1.61
0.69	0.55	2.48
0.58	0.37	3.00
0.66	0.60	1.79
0.68	0.47	3.50
0.62	0.41	2.56
0.74	0.57	3.18
0.81	0.65	3.18
0.54	0.35	2.71
0.60	0.47	1.79
0.47	0.33	2.94
0.78	0.56	2.64
0.67	0.50	2.08
-0.50	-0.33	1.10
0.54	0.41	2.89
0.90	0.78	2.20
0.20	0.00	1.39
0.70	0.50	2.20
0.68	0.52	1.95
0.72	0.51	2.83
0.68	0.42	2.40
0.77	0.62	2.56
0.68	0.52	2.89
0.54	0.35	3.76
0.76	0.57	2.83
0.36	0.21	2.08
0.73	0.53	2.83
0.70	0.60	1.61
0.77	0.60	1.79
1.00	1.00	1.39
1.00	1.00	0.69
0.48	0.34	2.64
0.40	0.29	2.08
0.78	0.56	2.94
0.90	0.79	2.08
0.54	0.41	2.64
0.74	0.53	2.77
0.35	0.28	3.18
0.29	0.18	2.71
0.40	0.33	1.39
0.83	0.73	1.79
0.53	0.42	2.30
0.78	0.62	3.04
0.55	0.44	2.56
0.10	0.00	1.61
0.70	0.58	2.64
0.60	0.44	3.14
0.77	0.56	3.43
0.35	0.28	2.20
0.20	0.14	3.18
-0.31	-0.21	2.08
0.58	0.42	3.00
0.80	0.67	1.39
0.70	0.60	1.61
0.75	0.56	3.22
0.73	0.54	2.83
0.63	0.49	2.89
0.57	0.36	2.08
0.57	0.43	1.95
0.68	0.52	1.95
0.29	0.24	1.95
0.75	0.56	3.22
0.62	0.46	2.94
0.80	0.60	1.61
0.40	0.33	1.39
0.86	0.64	2.08
0.22	0.13	2.40
0.78	0.62	3.14
0.77	0.58	3.09
0.60	0.42	3.00
1.00	1.00	1.39
0.63	0.48	3.04
0.93	0.83	2.20
0.77	0.67	2.48
0.60	0.50	2.08
0.38	0.26	2.71
0.77	0.57	2.77
0.76	0.56	3.53
0.36	0.24	2.94
0.71	0.60	1.79
0.68	0.49	2.64
0.83	0.67	2.77
0.83	0.63	2.77
0.52	0.39	2.20
0.50	0.33	1.10
0.62	0.43	2.08
0.90	0.79	2.08
0.49	0.32	2.94
0.60	0.33	1.39
0.35	0.23	2.56
0.72	0.53	2.40
0.53	0.32	2.94
0.52	0.43	2.08
0.81	0.61	3.09
0.46	0.28	2.56
0.73	0.51	3.09
0.43	0.33	1.79
0.47	0.30	2.94
0.43	0.31	2.89
0.65	0.50	2.20
0.82	0.64	2.40
0.70	0.56	2.83
0.24	0.16	2.64
0.80	0.60	2.40
0.50	0.43	1.95
0.42	0.33	2.30
0.28	0.23	2.64
0.88	0.78	2.20
0.63	0.45	2.40
1.00	1.00	1.10
0.49	0.33	1.79
-0.50	-0.33	1.10
0.58	0.40	2.77
0.74	0.55	2.48
0.50	0.33	1.10
0.00	0.03	2.48
0.40	0.40	1.61
0.94	0.87	1.79
0.68	0.52	2.89
0.60	0.40	1.61
0.74	0.51	2.56
0.62	0.41	3.26
0.68	0.52	1.95
0.50	0.33	1.95
-0.26	-0.21	2.08
0.72	0.54	2.71
0.57	0.41	2.56
0.57	0.45	3.22
0.74	0.55	2.48
0.37	0.33	1.79
0.64	0.51	2.30
-1.00	-1.00	1.10
0.83	0.73	1.79
0.58	0.42	2.48
0.64	0.52	1.95
0.80	0.67	1.39
1.00	1.00	1.10
0.73	0.56	2.20
-0.03	0.07	1.79
0.78	0.60	2.64
0.55	0.29	2.08
0.50	0.33	2.20
0.73	0.54	2.89
0.70	0.53	3.64
0.20	0.05	2.64
0.55	0.39	2.48
0.82	0.72	2.20
0.17	0.12	2.94
0.53	0.33	2.56
0.52	0.36	2.48
0.40	0.33	1.39
0.40	0.33	1.39
0.16	0.11	2.30
0.20	0.00	1.39
0.50	0.33	1.10
0.00	0.20	1.61
0.20	0.00	1.39
0.29	0.21	2.08
0.96	0.90	1.95
0.68	0.49	3.00
-0.24	-0.14	2.08
0.46	0.33	2.71
0.79	0.56	2.40
0.82	0.62	1.95
0.32	0.14	1.95
0.59	0.42	2.30
0.67	0.49	3.58
0.52	0.36	2.08
0.70	0.49	2.40
-0.50	-0.33	1.10
0.50	0.33	1.10
1.00	1.00	0.69
0.60	0.33	1.39
0.20	0.11	2.20
0.50	0.33	1.95
0.40	0.33	1.39
0.61	0.42	2.48
0.37	0.21	2.56
0.64	0.47	3.30
0.64	0.49	2.40
